id_pedido,data_pedido,cliente,produto,categoria,regiao,quantidade,preco_unitario,receita_bruta,desconto,receita_liquida
508,2025-05-28,Cliente_38,Headset,Eletrônicos,Norte,1,4606.78,4606.78,0.16,3869.7
509,2025-11-23,Cliente_37,Monitor,Eletrônicos,Nordeste,1,1152.37,1152.37,0.27,841.23
510,2025-10-01,Cliente_64,Notebook,Eletrônicos,Sul,2,1975.76,3951.52,0.07,3674.91
511,2025-02-06,Cliente_91,Teclado,Eletrônicos,Nordeste,2,2754.41,5508.82,0.04,5288.47
512,2025-04-18,Cliente_46,Notebook,Periféricos,Sul,1,4519.92,4519.92,0.23,3480.34
513,2025-05-14,Cliente_86,Notebook,Acessórios,Sudeste,1,4030.45,4030.45,0.06,3788.62
514,2025-08-19,Cliente_91,Cadeira Gamer,Acessórios,Sudeste,2,2495.8,4991.6,0.21,3943.36
515,2025-07-01,Cliente_66,Monitor,Periféricos,Sul,2,4409.61,8819.22,0.09,8025.49
516,2025-09-24,Cliente_67,Mouse,Eletrônicos,Sul,3,855.68,2567.04,0.07,2387.35
517,2025-10-10,Cliente_83,Mouse,Eletrônicos,Sudeste,3,336.29,1008.87,0.16,847.45
518,2025-10-29,Cliente_21,Cadeira Gamer,Eletrônicos,Norte,3,4422.78,13268.34,0.3,9287.84
519,2025-01-03,Cliente_5,Notebook,Eletrônicos,Nordeste,2,4904.25,9808.5,0.27,7160.2
520,2025-02-09,Cliente_62,Headset,Periféricos,Sul,2,4772.52,9545.04,0.04,9163.24
521,2025-02-10,Cliente_42,Monitor,Acessórios,Sul,3,574.54,1723.62,0.03,1671.91
522,2025-09-13,Cliente_31,Notebook,Eletrônicos,Centro-Oeste,1,1485.31,1485.31,0.13,1292.22
523,2025-03-16,Cliente_79,Headset,Eletrônicos,Nordeste,1,2956.42,2956.42,0.16,2483.39
524,2025-03-17,Cliente_9,Notebook,Periféricos,Norte,4,2053.36,8213.44,0.25,6160.08
525,2025-02-27,Cliente_12,Notebook,Periféricos,Norte,4,2282.88,9131.52,0.1,8218.37
526,2025-06-27,Cliente_68,Teclado,Eletrônicos,Centro-Oeste,1,1019.24,1019.24,0.09,927.51
527,2025-12-29,Cliente_7,Monitor,Acessórios,Sudeste,3,4577.29,13731.87,0.03,13319.91
528,2025-06-03,Cliente_3,Mouse,Eletrônicos,Sul,1,255.81,255.81,0.19,207.21
529,2025-02-10,Cliente_67,Monitor,Eletrônicos,Sul,1,301.41,301.41,0.11,268.25
530,2025-03-04,Cliente_7,Notebook,Acessórios,Norte,2,3391.04,6782.08,0.09,6171.69
531,2025-05-12,Cliente_59,Monitor,Acessórios,Norte,3,1106.48,3319.44,0.06,3120.27
532,2025-12-06,Cliente_17,Monitor,Acessórios,Sudeste,1,3380.95,3380.95,0.28,2434.28
533,2025-05-11,Cliente_15,Monitor,Acessórios,Sul,4,835.31,3341.24,0.09,3040.53
534,2025-09-08,Cliente_65,Headset,Acessórios,Nordeste,3,2949.93,8849.79,0.12,7787.82
535,2025-04-10,Cliente_46,Mouse,Acessórios,Nordeste,4,142.4,569.6,0.26,421.5
536,2025-05-08,Cliente_82,Mouse,Acessórios,Sudeste,3,602.18,1806.54,0.2,1445.23
537,2025-01-13,Cliente_60,Notebook,Acessórios,Sudeste,1,1702.93,1702.93,0.17,1413.43
538,2025-03-15,Cliente_48,Headset,Acessórios,Norte,3,3376.13,10128.39,0.27,7393.72
539,2025-07-03,Cliente_73,Teclado,Periféricos,Centro-Oeste,3,4803.45,14410.35,0.24,10951.87
540,2025-08-08,Cliente_4,Notebook,Periféricos,Nordeste,2,782.58,1565.16,0.03,1518.21
541,2025-12-25,Cliente_95,Mouse,Acessórios,Centro-Oeste,3,436.5,1309.5,0.15,1113.08
542,2025-12-30,Cliente_67,Cadeira Gamer,Acessórios,Centro-Oeste,3,1980.79,5942.37,0.29,4219.08
543,2025-05-31,Cliente_66,Teclado,Acessórios,Nordeste,2,4468.05,8936.1,0.05,8489.3
544,2025-05-02,Cliente_61,Monitor,Eletrônicos,Norte,2,4340.92,8681.84,0.02,8508.2
545,2025-04-21,Cliente_11,Teclado,Periféricos,Centro-Oeste,3,1347.69,4043.07,0.05,3840.92
546,2025-12-07,Cliente_26,Teclado,Acessórios,Sul,1,2441.54,2441.54,0.18,2002.06
547,2025-01-29,Cliente_44,Notebook,Eletrônicos,Norte,3,4342.36,13027.08,0.13,11333.56
548,2025-01-22,Cliente_93,Headset,Periféricos,Centro-Oeste,1,1983.51,1983.51,0.04,1904.17
549,2025-09-01,Cliente_58,Notebook,Acessórios,Sul,2,1818.11,3636.22,0.22,2836.25
550,2025-06-12,Cliente_58,Teclado,Eletrônicos,Sudeste,1,4481.17,4481.17,0.08,4122.68
551,2025-09-24,Cliente_51,Notebook,Acessórios,Sudeste,4,4560.21,18240.84,0.16,15322.31
552,2025-05-14,Cliente_24,Headset,Eletrônicos,Nordeste,1,963.74,963.74,0.28,693.89
553,2025-01-31,Cliente_85,Teclado,Periféricos,Sul,1,682.13,682.13,0.18,559.35
554,2025-04-15,Cliente_73,Notebook,Periféricos,Sul,1,4318.91,4318.91,0.09,3930.21
555,2025-04-20,Cliente_67,Notebook,Acessórios,Nordeste,3,4641.8,13925.4,0.09,12672.11
556,2025-08-28,Cliente_49,Mouse,Periféricos,Norte,4,595.43,2381.72,0.05,2262.63
557,2025-11-01,Cliente_69,Monitor,Acessórios,Sul,1,874.23,874.23,0.05,830.52
558,2025-02-20,Cliente_18,Notebook,Acessórios,Nordeste,3,3621.49,10864.47,0.12,9560.73
559,2025-10-06,Cliente_87,Monitor,Acessórios,Norte,4,3389.81,13559.24,0.21,10711.8
560,2025-02-20,Cliente_29,Notebook,Eletrônicos,Sudeste,2,3541.12,7082.24,0.26,5240.86
561,2025-04-18,Cliente_99,Headset,Acessórios,Sudeste,2,3749.31,7498.62,0.24,5698.95
562,2025-04-24,Cliente_84,Mouse,Eletrônicos,Centro-Oeste,4,3723.79,14895.16,0.28,10724.52
563,2025-05-28,Cliente_41,Cadeira Gamer,Periféricos,Sudeste,1,4168.04,4168.04,0.07,3876.28
564,2025-03-12,Cliente_7,Monitor,Eletrônicos,Nordeste,2,1487.73,2975.46,0.07,2767.18
565,2025-02-07,Cliente_25,Notebook,Periféricos,Norte,3,3722.03,11166.09,0.15,9491.18
566,2025-03-30,Cliente_35,Mouse,Acessórios,Norte,1,3723.97,3723.97,0.07,3463.29
567,2025-05-10,Cliente_75,Cadeira Gamer,Acessórios,Nordeste,4,860.51,3442.04,0.19,2788.05
568,2025-08-01,Cliente_60,Teclado,Acessórios,Norte,2,2612.56,5225.12,0.29,3709.84
569,2025-05-14,Cliente_3,Teclado,Periféricos,Sudeste,2,2113.13,4226.26,0.04,4057.21
570,2025-08-04,Cliente_26,Monitor,Acessórios,Sudeste,4,2543.34,10173.36,0.11,9054.29
571,2025-09-01,Cliente_21,Cadeira Gamer,Acessórios,Centro-Oeste,3,1315.98,3947.94,0.18,3237.31
572,2025-06-02,Cliente_17,Teclado,Acessórios,Centro-Oeste,2,98.58,197.16,0.26,145.9
573,2025-07-31,Cliente_44,Mouse,Eletrônicos,Norte,3,4749.43,14248.29,0.13,12396.01
574,2025-05-11,Cliente_58,Teclado,Eletrônicos,Centro-Oeste,1,1214.7,1214.7,0.19,983.91
575,2025-02-13,Cliente_70,Headset,Acessórios,Norte,1,3519.95,3519.95,0.07,3273.55
576,2025-12-25,Cliente_33,Cadeira Gamer,Periféricos,Nordeste,2,851.06,1702.12,0.29,1208.51
577,2025-09-29,Cliente_31,Teclado,Periféricos,Norte,1,3915.98,3915.98,0.01,3876.82
578,2025-10-21,Cliente_87,Notebook,Periféricos,Nordeste,3,1575.51,4726.53,0.05,4490.2
579,2025-12-18,Cliente_6,Notebook,Eletrônicos,Centro-Oeste,3,2061.51,6184.53,0.17,5133.16
580,2025-05-20,Cliente_9,Mouse,Periféricos,Sudeste,3,2668.67,8006.01,0.17,6644.99
581,2025-09-25,Cliente_92,Mouse,Eletrônicos,Sul,4,788.1,3152.4,0.2,2521.92
582,2025-10-25,Cliente_96,Monitor,Eletrônicos,Sudeste,1,4065.32,4065.32,0.13,3536.83
583,2025-06-03,Cliente_6,Mouse,Periféricos,Norte,3,1749.46,5248.38,0.0,5248.38
584,2025-08-08,Cliente_17,Notebook,Periféricos,Norte,3,842.33,2526.99,0.12,2223.75
585,2025-08-05,Cliente_51,Mouse,Periféricos,Sudeste,3,399.6,1198.8,0.16,1006.99
586,2025-12-04,Cliente_79,Cadeira Gamer,Periféricos,Sul,1,365.27,365.27,0.09,332.4
587,2025-04-20,Cliente_5,Mouse,Acessórios,Sul,3,1057.44,3172.32,0.22,2474.41
588,2025-09-11,Cliente_31,Notebook,Acessórios,Nordeste,3,298.17,894.51,0.09,814.0
589,2025-02-20,Cliente_85,Cadeira Gamer,Periféricos,Sudeste,4,1783.96,7135.84,0.1,6422.26
590,2025-06-22,Cliente_47,Headset,Acessórios,Centro-Oeste,4,3088.11,12352.44,0.01,12228.92
591,2025-05-14,Cliente_8,Teclado,Periféricos,Sudeste,4,3832.92,15331.68,0.0,15331.68
592,2025-10-23,Cliente_36,Cadeira Gamer,Eletrônicos,Norte,4,3724.65,14898.6,0.18,12216.85
593,2025-08-28,Cliente_35,Headset,Periféricos,Centro-Oeste,2,349.81,699.62,0.23,538.71
594,2025-03-11,Cliente_69,Notebook,Acessórios,Norte,4,2321.77,9287.08,0.28,6686.7
595,2025-02-06,Cliente_94,Teclado,Periféricos,Centro-Oeste,3,952.89,2858.67,0.24,2172.59
596,2025-08-28,Cliente_31,Notebook,Acessórios,Nordeste,1,4383.02,4383.02,0.21,3462.59
597,2025-07-24,Cliente_48,Monitor,Acessórios,Norte,4,112.3,449.2,0.06,422.25
598,2025-01-27,Cliente_91,Mouse,Eletrônicos,Centro-Oeste,3,2255.13,6765.39,0.09,6156.5
599,2025-09-11,Cliente_2,Notebook,Eletrônicos,Centro-Oeste,4,3673.18,14692.72,0.17,12194.96
600,2025-04-03,Cliente_82,Monitor,Periféricos,Centro-Oeste,4,3948.55,15794.2,0.29,11213.88
601,2025-06-13,Cliente_81,Headset,Eletrônicos,Centro-Oeste,2,4717.47,9434.94,0.2,7547.95
602,2025-07-09,Cliente_91,Monitor,Periféricos,Nordeste,3,4946.76,14840.28,0.19,12020.63
603,2025-07-31,Cliente_47,Headset,Acessórios,Norte,2,4635.33,9270.66,0.16,7787.35
604,2025-12-20,Cliente_38,Teclado,Acessórios,Norte,3,2066.5,6199.5,0.27,4525.64
605,2025-04-04,Cliente_41,Headset,Acessórios,Norte,1,1237.44,1237.44,0.16,1039.45
606,2025-05-26,Cliente_97,Headset,Acessórios,Centro-Oeste,1,3008.94,3008.94,0.04,2888.58
607,2025-09-07,Cliente_77,Mouse,Periféricos,Sul,4,697.59,2790.36,0.01,2762.46
608,2025-05-03,Cliente_88,Headset,Eletrônicos,Sul,3,3007.85,9023.55,0.08,8301.67
609,2025-11-10,Cliente_62,Teclado,Eletrônicos,Norte,3,2482.03,7446.09,0.0,7446.09
610,2025-04-30,Cliente_39,Cadeira Gamer,Acessórios,Sudeste,1,2814.17,2814.17,0.03,2729.74
611,2025-07-23,Cliente_34,Teclado,Periféricos,Sudeste,2,1565.76,3131.52,0.09,2849.68
612,2025-03-29,Cliente_36,Headset,Eletrônicos,Norte,4,1523.82,6095.28,0.24,4632.41
613,2025-12-02,Cliente_34,Teclado,Eletrônicos,Centro-Oeste,2,4927.29,9854.58,0.05,9361.85
614,2025-11-20,Cliente_19,Notebook,Periféricos,Nordeste,3,4954.23,14862.69,0.26,10998.39
615,2025-04-05,Cliente_6,Monitor,Periféricos,Sudeste,2,2025.95,4051.9,0.18,3322.56
616,2025-01-17,Cliente_85,Cadeira Gamer,Periféricos,Centro-Oeste,4,4049.91,16199.64,0.21,12797.72
617,2025-06-13,Cliente_35,Notebook,Periféricos,Norte,1,2301.94,2301.94,0.06,2163.82
618,2025-03-12,Cliente_74,Mouse,Periféricos,Sul,3,179.5,538.5,0.04,516.96
619,2025-03-17,Cliente_11,Mouse,Acessórios,Centro-Oeste,4,4291.46,17165.84,0.1,15449.26
620,2025-05-04,Cliente_1,Cadeira Gamer,Acessórios,Sudeste,3,4008.91,12026.73,0.09,10944.32
621,2025-08-12,Cliente_63,Monitor,Periféricos,Nordeste,2,3171.59,6343.18,0.25,4757.39
622,2025-03-23,Cliente_58,Cadeira Gamer,Eletrônicos,Norte,3,1094.58,3283.74,0.06,3086.72
623,2025-07-03,Cliente_31,Headset,Eletrônicos,Nordeste,4,622.16,2488.64,0.22,1941.14
624,2025-09-27,Cliente_77,Teclado,Eletrônicos,Nordeste,1,2552.83,2552.83,0.12,2246.49
625,2025-09-15,Cliente_95,Cadeira Gamer,Acessórios,Centro-Oeste,1,4743.16,4743.16,0.2,3794.53
626,2025-09-28,Cliente_13,Mouse,Acessórios,Sul,4,2329.33,9317.32,0.1,8385.59
627,2025-04-01,Cliente_36,Teclado,Periféricos,Nordeste,2,2970.32,5940.64,0.05,5643.61
628,2025-05-10,Cliente_29,Headset,Periféricos,Nordeste,3,4277.38,12832.14,0.18,10522.35
629,2025-09-27,Cliente_62,Teclado,Eletrônicos,Sul,2,464.79,929.58,0.2,743.66
630,2025-08-28,Cliente_19,Cadeira Gamer,Eletrônicos,Nordeste,1,4669.82,4669.82,0.03,4529.73
631,2025-08-29,Cliente_11,Notebook,Periféricos,Centro-Oeste,2,909.44,1818.88,0.21,1436.92
632,2025-11-13,Cliente_61,Monitor,Eletrônicos,Sul,4,4201.66,16806.64,0.17,13949.51
633,2025-09-13,Cliente_25,Monitor,Eletrônicos,Sudeste,3,1215.03,3645.09,0.09,3317.03
634,2025-07-28,Cliente_52,Headset,Acessórios,Nordeste,4,290.4,1161.6,0.03,1126.75
635,2025-05-22,Cliente_49,Notebook,Periféricos,Sul,4,114.27,457.08,0.07,425.08
636,2025-04-02,Cliente_96,Monitor,Acessórios,Norte,2,479.36,958.72,0.19,776.56
637,2025-06-28,Cliente_55,Cadeira Gamer,Acessórios,Sul,2,2530.04,5060.08,0.06,4756.48
638,2025-10-24,Cliente_62,Cadeira Gamer,Acessórios,Centro-Oeste,3,334.68,1004.04,0.01,994.0
639,2025-07-10,Cliente_62,Notebook,Periféricos,Centro-Oeste,1,1300.59,1300.59,0.14,1118.51
640,2025-06-02,Cliente_92,Teclado,Eletrônicos,Sul,3,3363.93,10091.79,0.28,7266.09
641,2025-06-30,Cliente_60,Monitor,Periféricos,Norte,3,1300.78,3902.34,0.06,3668.2
642,2025-06-07,Cliente_1,Headset,Acessórios,Nordeste,1,1295.84,1295.84,0.19,1049.63
643,2025-11-25,Cliente_66,Monitor,Periféricos,Norte,2,452.57,905.14,0.29,642.65
644,2025-10-22,Cliente_15,Teclado,Acessórios,Norte,4,1144.55,4578.2,0.06,4303.51
645,2025-09-26,Cliente_76,Teclado,Acessórios,Sudeste,3,3045.28,9135.84,0.28,6577.8
646,2025-07-11,Cliente_4,Teclado,Eletrônicos,Sudeste,3,3604.66,10813.98,0.1,9732.58
647,2025-10-11,Cliente_40,Cadeira Gamer,Periféricos,Sudeste,2,1039.92,2079.84,0.22,1622.28
648,2025-07-21,Cliente_13,Mouse,Eletrônicos,Norte,2,4120.81,8241.62,0.03,7994.37
649,2025-06-04,Cliente_7,Mouse,Periféricos,Norte,3,196.13,588.39,0.26,435.41
650,2025-08-16,Cliente_81,Cadeira Gamer,Eletrônicos,Centro-Oeste,1,2345.41,2345.41,0.19,1899.78
651,2025-07-16,Cliente_15,Notebook,Acessórios,Nordeste,4,2308.35,9233.4,0.02,9048.73
652,2025-08-28,Cliente_23,Notebook,Acessórios,Centro-Oeste,3,4420.19,13260.57,0.28,9547.61
653,2025-10-07,Cliente_93,Notebook,Eletrônicos,Sul,4,2630.09,10520.36,0.01,10415.16
654,2025-02-28,Cliente_96,Notebook,Periféricos,Nordeste,4,2372.96,9491.84,0.25,7118.88
655,2025-10-03,Cliente_35,Mouse,Periféricos,Sudeste,4,3253.48,13013.92,0.26,9630.3
656,2025-12-11,Cliente_10,Notebook,Eletrônicos,Nordeste,2,80.34,160.68,0.28,115.69
657,2025-11-13,Cliente_14,Teclado,Acessórios,Sudeste,2,4010.32,8020.64,0.04,7699.81
658,2025-06-22,Cliente_43,Mouse,Periféricos,Norte,1,1036.28,1036.28,0.05,984.47
659,2025-12-27,Cliente_79,Cadeira Gamer,Acessórios,Centro-Oeste,4,4962.67,19850.68,0.27,14491.0
660,2025-11-04,Cliente_38,Monitor,Eletrônicos,Sudeste,4,3952.77,15811.08,0.25,11858.31
661,2025-11-03,Cliente_30,Notebook,Eletrônicos,Norte,3,1405.11,4215.33,0.21,3330.11
662,2025-09-12,Cliente_82,Teclado,Eletrônicos,Sul,1,2379.69,2379.69,0.15,2022.74
663,2025-04-23,Cliente_89,Notebook,Acessórios,Centro-Oeste,3,3082.3,9246.9,0.11,8229.74
664,2025-04-02,Cliente_37,Monitor,Eletrônicos,Centro-Oeste,4,3438.8,13755.2,0.05,13067.44
665,2025-08-06,Cliente_44,Teclado,Acessórios,Norte,2,838.15,1676.3,0.08,1542.2
666,2025-04-19,Cliente_24,Headset,Eletrônicos,Centro-Oeste,1,3440.24,3440.24,0.1,3096.22
667,2025-05-02,Cliente_98,Monitor,Acessórios,Centro-Oeste,2,2211.94,4423.88,0.08,4069.97
668,2025-05-04,Cliente_51,Teclado,Acessórios,Sudeste,3,4138.5,12415.5,0.05,11794.72
669,2025-12-26,Cliente_35,Teclado,Periféricos,Norte,2,3062.73,6125.46,0.28,4410.33
670,2025-03-14,Cliente_21,Teclado,Acessórios,Norte,4,627.29,2509.16,0.27,1831.69
671,2025-07-06,Cliente_6,Mouse,Eletrônicos,Centro-Oeste,3,2361.54,7084.62,0.15,6021.93
672,2025-12-07,Cliente_22,Mouse,Periféricos,Sul,1,2220.69,2220.69,0.21,1754.35
673,2025-08-12,Cliente_30,Monitor,Acessórios,Norte,1,4004.98,4004.98,0.09,3644.53
674,2025-07-14,Cliente_64,Monitor,Acessórios,Nordeste,4,1542.35,6169.4,0.18,5058.91
675,2025-06-23,Cliente_44,Teclado,Eletrônicos,Centro-Oeste,4,2075.7,8302.8,0.2,6642.24
676,2025-03-06,Cliente_35,Monitor,Periféricos,Sudeste,4,2176.35,8705.4,0.23,6703.16
677,2025-12-30,Cliente_29,Headset,Eletrônicos,Norte,4,4031.85,16127.4,0.24,12256.82
678,2025-09-15,Cliente_7,Headset,Periféricos,Sul,2,3956.57,7913.14,0.17,6567.91
679,2025-04-24,Cliente_30,Headset,Eletrônicos,Sul,2,4878.95,9757.9,0.19,7903.9
680,2025-08-05,Cliente_94,Cadeira Gamer,Acessórios,Sudeste,1,2366.24,2366.24,0.29,1680.03
681,2025-11-14,Cliente_73,Cadeira Gamer,Acessórios,Sudeste,3,3808.47,11425.41,0.06,10739.89
682,2025-01-31,Cliente_93,Headset,Periféricos,Centro-Oeste,4,3762.42,15049.68,0.2,12039.74
683,2025-03-31,Cliente_86,Cadeira Gamer,Acessórios,Sul,4,2352.61,9410.44,0.04,9034.02
684,2025-04-21,Cliente_7,Cadeira Gamer,Acessórios,Norte,1,764.03,764.03,0.17,634.14
685,2025-09-08,Cliente_32,Cadeira Gamer,Acessórios,Nordeste,3,3292.99,9878.97,0.2,7903.18
686,2025-10-20,Cliente_53,Teclado,Periféricos,Sudeste,3,3638.18,10914.54,0.09,9932.23
687,2025-03-23,Cliente_48,Teclado,Periféricos,Nordeste,3,3699.79,11099.37,0.1,9989.43
688,2025-01-15,Cliente_74,Mouse,Acessórios,Sudeste,4,515.81,2063.24,0.12,1815.65
689,2025-05-28,Cliente_19,Teclado,Periféricos,Sul,1,320.45,320.45,0.1,288.4
690,2025-03-28,Cliente_55,Teclado,Eletrônicos,Sudeste,1,3930.02,3930.02,0.04,3772.82
691,2025-08-18,Cliente_71,Monitor,Periféricos,Norte,1,3388.92,3388.92,0.27,2473.91
692,2025-10-17,Cliente_83,Cadeira Gamer,Acessórios,Sul,4,398.66,1594.64,0.04,1530.85
693,2025-07-13,Cliente_82,Mouse,Periféricos,Sul,3,1667.99,5003.97,0.26,3702.94
694,2025-07-07,Cliente_98,Cadeira Gamer,Acessórios,Norte,4,2288.77,9155.08,0.03,8880.43
695,2025-09-12,Cliente_83,Cadeira Gamer,Eletrônicos,Norte,2,1369.99,2739.98,0.19,2219.38
696,2025-02-09,Cliente_75,Notebook,Periféricos,Sul,3,239.8,719.4,0.28,517.97
697,2025-11-19,Cliente_4,Monitor,Acessórios,Nordeste,2,559.29,1118.58,0.26,827.75
698,2025-01-04,Cliente_85,Mouse,Acessórios,Sudeste,1,1288.69,1288.69,0.01,1275.8
699,2025-11-05,Cliente_89,Teclado,Eletrônicos,Norte,1,2191.94,2191.94,0.04,2104.26
700,2025-10-31,Cliente_53,Cadeira Gamer,Periféricos,Nordeste,2,2836.09,5672.18,0.16,4764.63
701,2025-03-25,Cliente_88,Cadeira Gamer,Eletrônicos,Centro-Oeste,1,2234.41,2234.41,0.04,2145.03
702,2025-10-31,Cliente_82,Mouse,Eletrônicos,Nordeste,4,4508.38,18033.52,0.16,15148.16
703,2025-03-07,Cliente_68,Notebook,Eletrônicos,Nordeste,2,2167.65,4335.3,0.19,3511.59
704,2025-05-23,Cliente_33,Notebook,Eletrônicos,Centro-Oeste,3,2859.18,8577.54,0.16,7205.13
705,2025-04-08,Cliente_80,Headset,Eletrônicos,Sudeste,1,1230.53,1230.53,0.06,1156.7
706,2025-04-15,Cliente_85,Notebook,Periféricos,Sul,2,1316.28,2632.56,0.06,2474.61
707,2025-01-02,Cliente_52,Cadeira Gamer,Acessórios,Sul,2,611.48,1222.96,0.13,1063.98
708,2025-08-10,Cliente_69,Teclado,Periféricos,Sul,2,358.1,716.2,0.3,501.34
709,2025-01-18,Cliente_92,Teclado,Eletrônicos,Nordeste,4,639.5,2558.0,0.1,2302.2
710,2025-02-28,Cliente_84,Headset,Acessórios,Sudeste,1,3307.42,3307.42,0.15,2811.31
711,2025-03-05,Cliente_55,Mouse,Acessórios,Sudeste,1,3271.83,3271.83,0.1,2944.65
712,2025-01-10,Cliente_9,Mouse,Acessórios,Sul,3,3529.84,10589.52,0.01,10483.62
713,2025-05-27,Cliente_76,Monitor,Acessórios,Sul,3,4330.43,12991.29,0.24,9873.38
714,2025-12-22,Cliente_67,Mouse,Eletrônicos,Norte,1,3631.75,3631.75,0.12,3195.94
715,2025-04-27,Cliente_5,Headset,Acessórios,Norte,4,719.36,2877.44,0.08,2647.24
716,2025-02-22,Cliente_92,Cadeira Gamer,Periféricos,Nordeste,3,1125.6,3376.8,0.02,3309.26
717,2025-12-15,Cliente_85,Notebook,Acessórios,Sudeste,2,4979.27,9958.54,0.15,8464.76
718,2025-08-27,Cliente_88,Monitor,Eletrônicos,Sul,1,1318.47,1318.47,0.04,1265.73
719,2025-09-20,Cliente_29,Monitor,Periféricos,Norte,2,270.33,540.66,0.24,410.9
720,2025-02-26,Cliente_36,Notebook,Acessórios,Centro-Oeste,4,2214.89,8859.56,0.1,7973.6
721,2025-01-28,Cliente_42,Mouse,Periféricos,Nordeste,4,61.83,247.32,0.2,197.86
722,2025-08-30,Cliente_78,Cadeira Gamer,Acessórios,Sul,3,1245.84,3737.52,0.12,3289.02
723,2025-11-15,Cliente_95,Teclado,Eletrônicos,Sudeste,3,3340.68,10022.04,0.26,7416.31
724,2025-11-19,Cliente_61,Monitor,Eletrônicos,Sul,3,1555.19,4665.57,0.04,4478.95
725,2025-04-17,Cliente_68,Notebook,Eletrônicos,Nordeste,1,1928.77,1928.77,0.22,1504.44
726,2025-07-27,Cliente_24,Teclado,Acessórios,Sul,2,2669.99,5339.98,0.15,4538.98
727,2025-02-05,Cliente_29,Headset,Eletrônicos,Sul,1,1768.49,1768.49,0.17,1467.85
728,2025-04-26,Cliente_3,Monitor,Periféricos,Sul,1,4862.88,4862.88,0.09,4425.22
729,2025-10-14,Cliente_27,Headset,Periféricos,Sul,3,3669.5,11008.5,0.12,9687.48
730,2025-07-25,Cliente_43,Mouse,Eletrônicos,Norte,4,665.73,2662.92,0.21,2103.71
731,2025-06-28,Cliente_10,Mouse,Eletrônicos,Norte,4,1012.04,4048.16,0.26,2995.64
732,2025-12-10,Cliente_7,Cadeira Gamer,Periféricos,Nordeste,1,66.31,66.31,0.06,62.33
733,2025-05-30,Cliente_90,Notebook,Eletrônicos,Centro-Oeste,2,678.52,1357.04,0.17,1126.34
734,2025-04-04,Cliente_78,Cadeira Gamer,Periféricos,Sudeste,1,2825.82,2825.82,0.16,2373.69
735,2025-10-12,Cliente_34,Teclado,Eletrônicos,Sul,3,3627.97,10883.91,0.03,10557.39
736,2025-12-09,Cliente_54,Mouse,Eletrônicos,Centro-Oeste,4,3033.63,12134.52,0.12,10678.38
737,2025-01-15,Cliente_88,Monitor,Eletrônicos,Norte,4,1711.49,6845.96,0.27,4997.55
738,2025-02-28,Cliente_90,Notebook,Eletrônicos,Centro-Oeste,1,3602.4,3602.4,0.16,3026.02
739,2025-07-23,Cliente_14,Teclado,Periféricos,Centro-Oeste,3,866.02,2598.06,0.18,2130.41
740,2025-09-12,Cliente_66,Notebook,Acessórios,Norte,2,1910.01,3820.02,0.01,3781.82
741,2025-06-10,Cliente_97,Cadeira Gamer,Eletrônicos,Centro-Oeste,4,2332.42,9329.68,0.05,8863.2
742,2025-05-03,Cliente_75,Mouse,Eletrônicos,Sul,4,3508.64,14034.56,0.19,11367.99
743,2025-08-23,Cliente_20,Mouse,Eletrônicos,Norte,3,3356.28,10068.84,0.24,7652.32
744,2025-10-04,Cliente_45,Monitor,Periféricos,Nordeste,3,4801.63,14404.89,0.18,11812.01
745,2025-06-26,Cliente_44,Notebook,Eletrônicos,Norte,3,618.85,1856.55,0.11,1652.33
746,2025-10-08,Cliente_37,Monitor,Eletrônicos,Sul,3,2554.65,7663.95,0.01,7587.31
747,2025-10-30,Cliente_76,Teclado,Eletrônicos,Sul,3,3515.17,10545.51,0.08,9701.87
748,2025-03-24,Cliente_58,Notebook,Periféricos,Nordeste,2,748.71,1497.42,0.04,1437.52
749,2025-08-20,Cliente_68,Cadeira Gamer,Eletrônicos,Centro-Oeste,3,3284.98,9854.94,0.12,8672.35
750,2025-12-04,Cliente_17,Notebook,Eletrônicos,Centro-Oeste,2,700.29,1400.58,0.3,980.41
751,2025-06-11,Cliente_51,Cadeira Gamer,Eletrônicos,Norte,3,4128.2,12384.6,0.07,11517.68
752,2025-04-15,Cliente_3,Monitor,Eletrônicos,Centro-Oeste,3,289.76,869.28,0.08,799.74
753,2025-05-14,Cliente_16,Monitor,Eletrônicos,Sul,3,2281.58,6844.74,0.0,6844.74
754,2025-12-16,Cliente_93,Monitor,Eletrônicos,Norte,3,3061.22,9183.66,0.04,8816.31
755,2025-03-04,Cliente_65,Teclado,Eletrônicos,Sul,2,4983.78,9967.56,0.29,7076.97
756,2025-02-28,Cliente_93,Mouse,Eletrônicos,Norte,1,2024.59,2024.59,0.06,1903.11
757,2025-11-15,Cliente_92,Monitor,Eletrônicos,Norte,4,1513.95,6055.8,0.15,5147.43
758,2025-03-09,Cliente_27,Headset,Periféricos,Centro-Oeste,3,4726.35,14179.05,0.21,11201.45
759,2025-10-19,Cliente_86,Mouse,Eletrônicos,Nordeste,4,3089.72,12358.88,0.18,10134.28
760,2025-12-18,Cliente_100,Mouse,Acessórios,Norte,3,655.93,1967.79,0.23,1515.2
761,2025-11-07,Cliente_94,Teclado,Periféricos,Norte,4,4704.84,18819.36,0.16,15808.26
762,2025-02-08,Cliente_13,Mouse,Eletrônicos,Sul,3,3209.62,9628.86,0.26,7125.36
